time_const,time_lin,time_NN,loss_const,loss_lin,loss_NN,loss_const_val,loss_lin_val,loss_NN_val,BS_const,BS_lin,BS_NN,MSE11_const_val,MSE12_const_val,MSE13_const_val,MSE11_lin_val,MSE12_lin_val,MSE13_lin_val,MSE11_NN_val,MSE12_NN_val,MSE13_NN_val
0.09099936485290527,0.21915316581726074,1.0112650394439697,1741.681640625,1159.6922607421875,1069.937744140625,669.0831298828125,453.3810729980469,483.5134582519531,0.8356035191947605,0.5906894839355755,0.6132208716125055,0.015386187797013005,0.10085036884809978,0.0770742595263657,0.017166803151143925,0.08831668082693711,0.06821177549797687,0.021759570279338673,0.0890104154677415,0.0683959433444748
0.08899998664855957,0.20614266395568848,1.12872314453125,1725.4912109375,1182.431884765625,1055.6829833984375,718.22509765625,484.9543151855469,524.6314697265625,0.8395874832656235,0.6000353241175005,0.6237282201978038,0.016214429169256528,0.06842330228180267,0.09340241226041811,0.020193913917210354,0.06511599988815447,0.08618361773983468,0.026025971360836613,0.0681937758683389,0.08788814071052428
0.0969991683959961,0.22512555122375488,1.125619888305664,1731.560302734375,1218.1527099609375,1115.633056640625,686.2794799804688,463.55712890625,478.7391662597656,0.8327154861136754,0.5727835173361783,0.5922066668015648,0.014195694002537227,0.09000481286789752,0.07388455886422945,0.018066302694275182,0.08463784500977323,0.06964204393300223,0.0226984025759315,0.08825572704315433,0.07307884100012825
0.09434747695922852,0.22459864616394043,1.1059598922729492,1751.80712890625,1224.7999267578125,1099.540283203125,675.835693359375,504.3976135253906,541.131103515625,0.8389295670746748,0.6459509869021326,0.6752719559624566,0.017069873851376594,0.10077339214031676,0.08741128955175552,0.025606214643596276,0.09281648761654346,0.0803585932249831,0.0333159612925777,0.10010479745850333,0.08404248477712026
0.08600234985351562,0.22464227676391602,1.0037319660186768,1703.9581298828125,1155.453369140625,1029.6337890625,663.010009765625,451.4161376953125,474.76068115234375,0.8286574795074998,0.5919700303225135,0.6248995972701453,0.011551603812666456,0.0736249553998724,0.09267022610354521,0.016116149028317976,0.06680475995935616,0.0777899479687787,0.02412750645387284,0.06950435189172613,0.0775872070007464
0.09615087509155273,0.19950008392333984,1.0010402202606201,1668.4268798828125,1120.9560546875,1017.58447265625,666.0000610351562,489.55206298828125,547.6124267578125,0.8370385973837553,0.6406870798278143,0.6771668688915439,0.00886958383274905,0.11265609692926058,0.08734998830632125,0.013996743103521012,0.10578632530340962,0.07648563762225202,0.017276511105912818,0.11623498748234423,0.08404840322566749
0.11812043190002441,0.25400400161743164,1.0084397792816162,1749.00830078125,1204.9417724609375,1068.3466796875,647.2597045898438,443.8634338378906,470.66363525390625,0.8283585468600363,0.5945464664069402,0.6136482824087172,0.0163253078758141,0.07654379152496431,0.07915881834050578,0.022260581154659693,0.07629626798500844,0.07106835702636898,0.03237149776917036,0.08180912822573405,0.07897552660034467
0.13212227821350098,0.23200249671936035,1.0206904411315918,1721.597412109375,1189.453125,1059.465087890625,649.1246948242188,451.7548828125,461.5552978515625,0.8283420148779944,0.587411903066372,0.6103134042870884,0.013454483343424748,0.07931144949174138,0.08737061177134192,0.015931404528245815,0.07163173033710431,0.07879437922743196,0.023488227313680877,0.07493006354635476,0.08062042571134713
0.09349989891052246,0.25588178634643555,0.9852588176727295,1719.0396728515625,1141.12744140625,1028.5391845703125,644.0919189453125,426.4578857421875,469.1298828125,0.832365508547445,0.5706124856708942,0.599729803363847,0.014456984613070212,0.1005304533512405,0.07651417157700623,0.018612161146070522,0.08924221422505048,0.0688831379902364,0.022763668284187362,0.09763381725655762,0.07149176785067182
0.13008832931518555,0.24851274490356445,0.9854788780212402,1683.951904296875,1093.2071533203125,971.2794799804688,624.7863159179688,422.2626953125,455.1864929199219,0.827652331230929,0.5778288944858858,0.6082258638344996,0.011666018786513688,0.10932745864594583,0.06795980326578382,0.01874454331679953,0.09543191561617954,0.05992541221593663,0.02125496050743102,0.09602586127454477,0.06799715225009663
0.11350011825561523,0.25150370597839355,0.9619555473327637,1703.1600341796875,1152.2421875,1044.1824951171875,667.9515380859375,454.75457763671875,490.5508117675781,0.8260382358436874,0.5627165555197425,0.5841843848798692,0.010313291867092511,0.08225668675647516,0.09536618977596097,0.017896464418736806,0.07603252272824487,0.08644534149098841,0.016673097953461814,0.08218847100304269,0.08952610403570295
0.09362459182739258,0.22945666313171387,1.0602662563323975,1784.540771484375,1238.2596435546875,1110.3702392578125,660.5857543945312,457.3302917480469,521.132568359375,0.8453895435542887,0.6236004503753422,0.6668253720434972,0.01979015810334972,0.09530047958007906,0.08734026998725493,0.024597437181299267,0.0833544972347902,0.07891934189858275,0.035334763236118144,0.09547590506344046,0.08584768156293064
