model,final_loss,mse_12,mse_13
Constant,0.9623159170150757,10.401593208312988,2.284449338912964
Linear,0.7933080792427063,10.69281005859375,1.2281785011291504
NN,-0.5786017775535583,0.22011210024356842,0.3254992961883545
